S   PAZBAA            01165     N400447.64 E1163611.16                             09800     BEIJING CAPITAL INTL                   
S   PAZSPD            00013     N310839.48 E1214829.88                             09800     SHANGHAI PUDONG INTL                   
S   PAZGGG            00036     N232332.64 E1131755.68                             09800     GUANGZHOU BAIYUN INTL                  
S   PAZUUU            01625     N303442.60 E1035649.20                             09800     CHENGDU SHUANGLIU INTL                 
S   PAZSSS            00010     N311152.44 E1212010.68                             09800     SHANGHAI HONGQIAO INTL                 
S   PAZLXY            01572     N342649.56 E1084505.76                             09800     XI AN XIANYANG INTL                    
S   PARJTT            00021     N353257.84 E1394647.28                             09800     TOKYO HANEDA INTL                      
S   PARJBB            00026     N342604.92 E1351358.80                             09800     OSAKA KANSAI INTL                      
S   PARKSI            00023     N372736.72 E1262626.52                             09800     SEOUL INCHEON INTL                     
S   PAVHHH            00028     N221828.80 E1135506.60                             09800     HONG KONG INTL                         
S   PAWSSS            00022     N012151.84 E1035929.40                             09800     SINGAPORE CHANGI INTL                  
S   PAVTBS            00005     N134124.00 E1004500.36                             09800     BANGKOK SUVARNABHUMI                   
S   PAWMKK            00070     N024444.16 E1014235.64                             09800     KUALA LUMPUR INTL                      
S   PARPLL            00075     N143030.96 E1210110.20                             09800     MANILA NINOY AQUINO INTL               
S   PAVIDP            00776     N283322.32 E0770560.00                             09800     DELHI INDIRA GANDHI INTL               
S   PAVABB            00010     N190522.56 E0725156.16                             09800     MUMBAI CHHATRAPATI SHIVAJI             
S   PAOMDB            00062     N251511.52 E0552156.52                             09800     DUBAI INTL                             
S   PAOTHH            00013     N251623.16 E0513628.80                             09800     DOHA HAMAD INTL                        
S   PAOERK            02050     N245727.72 E0464157.12                             09800     RIYADH KING KHALID INTL                
S   PAEGLL            00083     N512812.00 W0002715.48                             09800     LONDON HEATHROW                        
S   PALFPG            00392     N490034.92 E0023252.44                             09800     PARIS CHARLES DE GAULLE                
S   PAEDDF            00364     N500216.44 E0083343.92                             09800     FRANKFURT AM MAIN                      
S   PAEHAM            -0011     N521837.80 E0044605.88                             09800     AMSTERDAM SCHIPHOL                     
S   PAUUEE            00748     N555821.36 E0372452.56                             09800     MOSCOW SHEREMETYEVO                    
S   PALIRF            00008     N414801.08 E0121420.04                             09800     ROME FIUMICINO                         
S   PALEMD            01998     N402818.84 W0033345.36                             09800     MADRID BARAJAS                         
S   PAEDDM            01487     N482113.32 E0114709.96                             09800     MUNICH FRANZ JOSEF STRAUSS             
S   PAEGKK            00202     N510853.16 W0001125.08                             09800     LONDON GATWICK                         
S   PALFPO            00290     N484323.88 E0022245.84                             09800     PARIS ORLY                             
S   PAKJFK            00013     N403828.68 W0734641.16                             09800     NEW YORK JOHN F KENNEDY INTL           
S   PAKLAX            00126     N335629.76 W1182430.60                             09800     LOS ANGELES INTL                       
S   PAKORD            00668     N415827.12 W0875426.28                             09800     CHICAGO OHARE INTL                     
S   PAKSFO            00013     N373716.68 W1222244.40                             09800     SAN FRANCISCO INTL                     
S   PAKATL            01026     N333826.52 W0842539.72                             09800     ATLANTA HARTSFIELD JACKSON             
S   PAKDFW            00607     N325359.28 W0970225.08                             09800     DALLAS FORT WORTH INTL                 
S   PACYVR            00013     N491140.92 W1231102.04                             09800     VANCOUVER INTL                         
S   PACYYZ            00569     N434039.72 W0793729.28                             09800     TORONTO PEARSON INTL                   
S   PAYSSY            00021     S335645.96 E1511037.92                             09800     SYDNEY KINGSFORD SMITH                 
S   PAYMML            00434     S374008.40 E1445027.60                             09800     MELBOURNE TULLAMARINE                  
S   PANZAA            00023     S370029.52 E1744706.00                             09800     AUCKLAND INTL                          
S   PAHECA            00389     N300718.84 E0312420.16                             09800     CAIRO INTL                             
S   PAFAOR            05558     S260821.12 E0281445.60                             09800     JOHANNESBURG OR TAMBO INTL             
S   PAHKJK            05327     S011909.12 E0365540.08                             09800     NAIROBI JOMO KENYATTA INTL             
S   PASBGR            02451     S232608.16 W0462823.16                             09800     SAO PAULO GUARULHOS INTL               
S   PASAEZ            00067     S344919.92 W0583208.88                             09800     BUENOS AIRES EZEIZA INTL               
S   PAMMMX            07316     N192609.96 W0990418.84                             09800     MEXICO CITY BENITO JUAREZ INTL         
S   H CTU          V  114.70    N303442.60 E1035649.20          01625                        CHENGDU VOR/DME                        
S   H PEK          V  114.10    N400447.64 E1163611.16          01165                        BEIJING VOR/DME                        
S   H PVG          V  115.50    N310839.48 E1214829.88          00013                        SHANGHAI VOR/DME                       
S   H CAN          V  113.20    N232332.64 E1131755.68          00036                        GUANGZHOU VOR/DME                      
S   H HND          V  115.10    N353257.84 E1394647.28          00021                        TOKYO VOR/DME                          
S   H KIX          V  114.30    N342604.92 E1351358.80          00026                        OSAKA VOR/DME                          
S   H ICN          V  113.90    N372736.72 E1262626.52          00023                        SEOUL VOR/DME                          
S   H HKG          V  114.50    N221828.80 E1135506.60          00028                        HONG KONG VOR/DME                      
S   H SIN          V  115.70    N012151.84 E1035929.40          00022                        SINGAPORE VOR/DME                      
S   H BKK          V  114.90    N134124.00 E1004500.36          00005                        BANGKOK VOR/DME                        
S   H DEL          V  112.80    N283322.32 E0770560.00          00776                        DELHI VOR/DME                          
S   H BOM          V  113.50    N190522.56 E0725156.16          00010                        MUMBAI VOR/DME                         
S   H DXB          V  114.80    N251511.52 E0552156.52          00062                        DUBAI VOR/DME                          
S   H DOH          V  113.10    N251623.16 E0513628.80          00013                        DOHA VOR/DME                           
S   H LHR          V  115.30    N512812.00 W0002715.48          00083                        LONDON VOR/DME                         
S   H CDG          V  114.20    N490034.92 E0023252.44          00392                        PARIS VOR/DME                          
S   H FRA          V  114.40    N500216.44 E0083343.92          00364                        FRANKFURT VOR/DME                      
S   H AMS          V  113.70    N521837.80 E0044605.88          -0011                        AMSTERDAM VOR/DME                      
S   H SVO          V  114.60    N555821.36 E0372452.56          00748                        MOSCOW VOR/DME                         
S   H FCO          V  115.20    N414801.08 E0121420.04          00008                        ROME VOR/DME                           
S   H JFK          V  115.90    N403828.68 W0734641.16          00013                        NEW YORK VOR/DME                       
S   H LAX          V  113.60    N335629.76 W1182430.60          00126                        LOS ANGELES VOR/DME                    
S   H ORD          V  113.40    N415827.12 W0875426.28          00668                        CHICAGO VOR/DME                        
S   H SFO          V  115.60    N373716.68 W1222244.40          00013                        SAN FRANCISCO VOR/DME                  
S   H ATL          V  114.00    N333826.52 W0842539.72          01026                        ATLANTA VOR/DME                        
S   H YVR          V  112.90    N491140.92 W1231102.04          00013                        VANCOUVER VOR/DME                      
S   H YYZ          V  113.30    N434039.72 W0793729.28          00569                        TORONTO VOR/DME                        
S   H SYD          V  114.10    S335645.96 E1511037.92          00021                        SYDNEY VOR/DME                         
S   H MEL          V  115.40    S374008.40 E1445027.60          00434                        MELBOURNE VOR/DME                      
S   H AKL          V  113.80    S370029.52 E1744706.00          00023                        AUCKLAND VOR/DME                       
S   H CAI          V  112.70    N300718.84 E0312420.16          00389                        CAIRO VOR/DME                          
S   H JNB          V  114.50    S260821.12 E0281445.60          05558                        JOHANNESBURG VOR/DME                   
S   H NBO          V  113.10    S011909.12 E0365540.08          05327                        NAIROBI VOR/DME                        
S   H GRU          V  115.20    S232608.16 W0462823.16          02451                        SAO PAULO VOR/DME                      
S   H EZE          V  114.30    S344919.92 W0583208.88          00067                        BUENOS AIRES VOR/DME                   
S   H MEX          V  113.70    N192609.96 W0990418.84          07316                        MEXICO CITY VOR/DME                    
S   DBTARGOZZ      E            N313000.00 E1034760.00                                                                              
S   DBGOSODZZ      E            N310000.00 E1031200.00                                                                              
S   DBDUMETZZ      E            N311160.00 E1043000.00                                                                              
S   DBAGNAVZZ      E            N304800.00 E1044760.00                                                                              
S   DBIGONOZZ      E            N301160.00 E1051200.00                                                                              
S   DBOMBLIZZ      E            N293000.00 E1050000.00                                                                              
S   DBWX203ZZ      E            N305360.00 E1041200.00                                                                              
S   DBWX108ZZ      E            N301800.00 E1043560.00                                                                              
S   DBSADERZZ      E            N283000.00 E1060000.00                                                                              
S   DBKMR  ZZ      E            N273000.00 E1070000.00                                                                              
S   DBPEK  ZZ      E            N400448.00 E1163560.00                                                                              
S   DBDALIMZZ      E            N383000.00 E1180000.00                                                                              
S   DBTNA  ZZ      E            N364760.00 E1173000.00                                                                              
S   DBPVG  ZZ      E            N310824.00 E1214836.00                                                                              
S   DBNIBOGZZ      E            N290000.00 E1230000.00                                                                              
S   DBHND  ZZ      E            N353260.00 E1394648.00                                                                              
S   DBKIX  ZZ      E            N342548.00 E1351348.00                                                                              
S   DBICN  ZZ      E            N372736.00 E1262624.00                                                                              
S   DBHKG  ZZ      E            N221836.00 E1135512.00                                                                              
S   DBSIN  ZZ      E            N012136.00 E1035924.00                                                                              
S   DBBKK  ZZ      E            N134124.00 E1004500.00                                                                              
S   DBBATULZZ      E            N294800.00 E1033000.00                                                                              
S   DBNOPDAZZ      E            N300000.00 E1024760.00                                                                              
S   DBDEL  ZZ      E            N283336.00 E0770560.00                                                                              
S   DBDXB  ZZ      E            N251500.00 E0552212.00                                                                              
S   DBCAI  ZZ      E            N300712.00 E0312436.00                                                                              
S   DBDOH  ZZ      E            N251612.00 E0513636.00                                                                              
S   DBBAH  ZZ      E            N261612.00 E0503748.00                                                                              
S   DBFRA  ZZ      E            N500224.00 E0083336.00                                                                              
S   DBCDG  ZZ      E            N490036.00 E0023260.00                                                                              
S   DBLHR  ZZ      E            N512812.00 W0002700.00                                                                              
S   DBSVO  ZZ      E            N555812.00 E0372436.00                                                                              
S   DBAMS  ZZ      E            N521836.00 E0044612.00                                                                              
S   DBBOMRAZZ      E            N520000.00 W0200000.00                                                                              
S   DBGANDEZZ      E            N490000.00 W0450000.00                                                                              
S   DBJFK  ZZ      E            N403824.00 W0734648.00                                                                              
S   DBMALOTZZ      E            N500000.00 W0250000.00                                                                              
S   DBSTEPTZZ      E            N470000.00 W0500000.00                                                                              
S   DBYYZ  ZZ      E            N434048.00 W0793712.00                                                                              
S   DBORD  ZZ      E            N415812.00 W0875436.00                                                                              
S   DBMSP  ZZ      E            N445248.00 W0931312.00                                                                              
S   DBYVR  ZZ      E            N491124.00 W1231048.00                                                                              
S   DBLAX  ZZ      E            N335624.00 W1182436.00                                                                              
S   DBSFO  ZZ      E            N373712.00 W1222248.00                                                                              
S   DBSEA  ZZ      E            N472700.00 W1221836.00                                                                              
S   DBATL  ZZ      E            N333824.00 W0842548.00                                                                              
S   DBDFW  ZZ      E            N325360.00 W0970224.00                                                                              
S   DBMIA  ZZ      E            N254724.00 W0801724.00                                                                              
S   DBHNL  ZZ      E            N211912.00 W1575512.00                                                                              
S   DBMAJ  ZZ      E            N070000.00 E1710000.00                                                                              
S   DBGUM  ZZ      E            N132848.00 E1444800.00                                                                              
S   DBSYD  ZZ      E            S335700.00 E1511048.00                                                                              
S   DBMEL  ZZ      E            S374012.00 E1445024.00                                                                              
S   DBAKL  ZZ      E            S370036.00 E1744724.00                                                                              
S   DBJKT  ZZ      E            S060748.00 E1063936.00                                                                              
S   DBPER  ZZ      E            S315624.00 E1155812.00                                                                              
S   DBJNB  ZZ      E            S260824.00 E0281500.00                                                                              
S   DBNBO  ZZ      E            S011912.00 E0365548.00                                                                              
S   DBGRU  ZZ      E            S232624.00 W0462812.00                                                                              
S   DBEZE  ZZ      E            S344912.00 W0583224.00                                                                              
S   DBSCL  ZZ      E            S332324.00 W0704724.00                                                                              
S   DBMEX  ZZ      E            N192624.00 W0990412.00                                                                              
S   R A593 0001TARGONH          N313000.00 E1034760.00 00.000.000.0      0780012500                                                 
S   R A593 0002GOSODNH          N310000.00 E1031200.00 225.45.943.0      0780012500                                                 
S   R A593 0003DUMETNH          N311160.00 E1043000.00 79.5259.67.9      0780012500                                                 
S   R A593 0004AGNAVNH          N304800.00 E1044760.00 147.327.28.6      0780012500                                                 
S   R A593 0005IGONONH          N301160.00 E1051200.00 150.330.41.5      0780012500                                                 
S   R A593 0006OMBLINH          N293000.00 E1050000.00 194.14.043.3      0780012500                                                 
S   R B330 0001WX203NH          N305360.00 E1041200.00 00.000.000.0      0780012500                                                 
S   R B330 0002WX108NH          N301800.00 E1043560.00 150.330.41.5      0780012500                                                 
S   R B330 0003OMBLINH          N293000.00 E1050000.00 156.336.52.4      0780012500                                                 
S   R B330 0004SADERNH          N283000.00 E1060000.00 138.318.79.8      0780012500                                                 
S   R B330 0005KMR  NH          N273000.00 E1070000.00 138.318.80.1      0780012500                                                 
S   R A461 0001PEK  NH          N400448.00 E1163560.00 00.000.000.0      0780012500                                                 
S   R A461 0002DALIMNH          N383000.00 E1180000.00 145.325.115.0     0780012500                                                 
S   R A461 0003TNA  NH          N364760.00 E1173000.00 193.13.3104.8     0780012500                                                 
S   R A461 0004PVG  NH          N310824.00 E1214836.00 146.326.401.8     0780012500                                                 
S   R A599 0001PVG  NH          N310824.00 E1214836.00 00.000.000.0      0780012500                                                 
S   R A599 0002NIBOGNH          N290000.00 E1230000.00 154.334.142.6     0780012500                                                 
S   R A599 0003HND  NH          N353260.00 E1394648.00 60.9240.936.5     0780012500                                                 
S   R R460 0001HND  NH          N353260.00 E1394648.00 00.000.000.0      0780012500                                                 
S   R R460 0002KIX  NH          N342548.00 E1351348.00 254.74.6233.7     0780012500                                                 
S   R R460 0003ICN  NH          N372736.00 E1262624.00 295.115.464.1     0780012500                                                 
S   R B458 0001HKG  NH          N221836.00 E1135512.00 00.000.000.0      0780012500                                                 
S   R B458 0002SIN  NH          N012136.00 E1035924.00 206.26.11385.0    0780012500                                                 
S   R B458 0003BKK  NH          N134124.00 E1004500.00 345.165.764.9     0780012500                                                 
S   R W50  0001BATULNH          N294800.00 E1033000.00 00.000.000.0      0780012500                                                 
S   R W50  0002NOPDANH          N300000.00 E1024760.00 288.108.38.4      0780012500                                                 
S   R W50  0003GOSODNH          N310000.00 E1031200.00 18.9198.63.5      0780012500                                                 
S   R A326 0001DEL  NH          N283336.00 E0770560.00 00.000.000.0      0780012500                                                 
S   R A326 0002DXB  NH          N251500.00 E0552212.00 265.85.41178.6    0780012500                                                 
S   R A326 0003CAI  NH          N300712.00 E0312436.00 288.108.1304.3    0780012500                                                 
S   R M735 0001DXB  NH          N251500.00 E0552212.00 00.000.000.0      0780012500                                                 
S   R M735 0002DOH  NH          N251612.00 E0513636.00 271.91.1204.2     0780012500                                                 
S   R M735 0003BAH  NH          N261612.00 E0503748.00 318.138.80.1      0780012500                                                 
S   R M735 0004FRA  NH          N500224.00 E0083336.00 317.137.2397.7    0780012500                                                 
S   R L888 0001FRA  NH          N500224.00 E0083336.00 00.000.000.0      0780012500                                                 
S   R L888 0002CDG  NH          N490036.00 E0023260.00 257.77.5242.2     0780012500                                                 
S   R L888 0003LHR  NH          N512812.00 W0002700.00 323.143.187.3     0780012500                                                 
S   R B900 0001SVO  NH          N555812.00 E0372436.00 00.000.000.0      0780012500                                                 
S   R B900 0002FRA  NH          N500224.00 E0083336.00 263.83.11092.0    0780012500                                                 
S   R B900 0003AMS  NH          N521836.00 E0044612.00 315.135.197.3     0780012500                                                 
S   R NAT-A0001LHR  NH          N512812.00 W0002700.00 00.000.000.0      0780012500                                                 
S   R NAT-A0002BOMRANH          N520000.00 W0200000.00 280.100.725.4     0780012500                                                 
S   R NAT-A0003GANDENH          N490000.00 W0450000.00 269.89.2966.6     0780012500                                                 
S   R NAT-A0004JFK  NH          N403824.00 W0734648.00 258.78.51314.5    0780012500                                                 
S   R NAT-B0001CDG  NH          N490036.00 E0023260.00 00.000.000.0      0780012500                                                 
S   R NAT-B0002MALOTNH          N500000.00 W0250000.00 283.103.1069.7    0780012500                                                 
S   R NAT-B0003STEPTNH          N470000.00 W0500000.00 269.89.31005.9    0780012500                                                 
S   R NAT-B0004YYZ  NH          N434048.00 W0793712.00 271.91.81258.1    0780012500                                                 
S   R J80  0001JFK  NH          N403824.00 W0734648.00 00.000.000.0      0780012500                                                 
S   R J80  0002ORD  NH          N415812.00 W0875436.00 281.101.641.5     0780012500                                                 
